date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:34	55867/55867	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:34%20GMT	https://betdls.com/deposit	E:/GrooBet/Website/Groobet/betdls.com/deposit.html	(from https://betdls.com/roulette)
15:03:35	54500/54500	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:34%20GMT	https://betdls.com/crash	E:/GrooBet/Website/Groobet/betdls.com/crash.html	(from https://betdls.com/roulette)
15:03:35	19941/19941	---M--	200	added ('OK')	image/png	etag:%224de5-5ed570fb4d440%22	https://betdls.com/template/img/menu/crash.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/crashd405.png	(from https://betdls.com/roulette)
15:03:35	53917/53917	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:35%20GMT	https://betdls.com/jackpot	E:/GrooBet/Website/Groobet/betdls.com/jackpot.html	(from https://betdls.com/roulette)
15:03:35	7516/7516	---M--	200	added ('OK')	image/png	etag:%221d5c-5f043d54383c0%22	https://betdls.com/template/img/menu/jackpot.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/jackpotd405.png	(from https://betdls.com/roulette)
15:03:36	53414/53414	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:35%20GMT	https://betdls.com/coinflip	E:/GrooBet/Website/Groobet/betdls.com/coinflip.html	(from https://betdls.com/roulette)
15:03:36	13997/13997	---M--	200	added ('OK')	image/png	etag:%2236ad-5f043d54383c0%22	https://betdls.com/template/img/menu/coinflip.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/coinflipd405.png	(from https://betdls.com/roulette)
15:03:36	50641/50641	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:36%20GMT	https://betdls.com/unbox	E:/GrooBet/Website/Groobet/betdls.com/unbox.html	(from https://betdls.com/roulette)
15:03:36	15226/15226	---M--	200	added ('OK')	image/png	etag:%223b7a-5f043d5620840%22	https://betdls.com/template/img/menu/unbox.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/unboxd405.png	(from https://betdls.com/roulette)
15:03:37	57746/57746	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:36%20GMT	https://betdls.com/tower	E:/GrooBet/Website/Groobet/betdls.com/tower.html	(from https://betdls.com/roulette)
15:03:37	6560/6560	---M--	200	added ('OK')	image/png	etag:%2219a0-5f043d552c600%22	https://betdls.com/template/img/menu/tower.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/towerd405.png	(from https://betdls.com/roulette)
15:03:37	17860/17860	---M--	200	added ('OK')	image/png	etag:%2245c4-5f043d552c600%22	https://betdls.com/template/img/menu/roulette.png?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/rouletted405.png	(from https://betdls.com/roulette)
15:03:37	55950/55950	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:37%20GMT	https://betdls.com/withdraw/grow	E:/GrooBet/Website/Groobet/betdls.com/withdraw/grow.html	(from https://betdls.com/roulette)
15:03:38	55867/55867	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:37%20GMT	https://betdls.com/rewards	E:/GrooBet/Website/Groobet/betdls.com/rewards.html	(from https://betdls.com/roulette)
15:03:38	54095/54095	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:38%20GMT	https://betdls.com/affiliates	E:/GrooBet/Website/Groobet/betdls.com/affiliates.html	(from https://betdls.com/roulette)
15:03:38	9835/9835	---M--	200	added ('OK')	image/png	etag:%22a9ab4928517e02c39380e9d47f567bef%22	https://assets-global.website-files.com/6257adef93867e50d84d30e2/636e0a6cc3c481a15a141738_icon_clyde_white_RGB.png	E:/GrooBet/Website/Groobet/assets-global.website-files.com/6257adef93867e50d84d30e2/636e0a6cc3c481a15a141738_icon_clyde_white_RGB.png	(from https://betdls.com/roulette)
15:03:38	535/535	---M--	200	added ('OK')	image/svg+xml	etag:%22217-5ed570fa59200%22	https://betdls.com/template/img/lang/gb.svg?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/gbd405.svg	(from https://betdls.com/roulette)
15:03:39	178/178	---M--	200	added ('OK')	image/svg+xml	etag:%22b2-5ed570fa59200%22	https://betdls.com/template/img/lang/id.svg?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/idd405.svg	(from https://betdls.com/roulette)
15:03:39	439/439	---M--	200	added ('OK')	image/svg+xml	etag:%221b7-5ed570fa59200%22	https://betdls.com/template/img/lang/lt.svg?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/ltd405.svg	(from https://betdls.com/roulette)
15:03:39	550/550	---M--	200	added ('OK')	image/svg+xml	etag:%22226-5ed570fb4d440%22	https://betdls.com/template/img/lang/tr.svg?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/trd405.svg	(from https://betdls.com/roulette)
15:03:39	234/234	---M--	200	added ('OK')	image/svg+xml	etag:%22ea-5ed570fa59200%22	https://betdls.com/template/img/lang/fi.svg?v=1672841007	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/fid405.svg	(from https://betdls.com/roulette)
15:03:40	55888/55888	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:39%20GMT	https://betdls.com/withdraw	E:/GrooBet/Website/Groobet/betdls.com/withdraw.html	(from https://betdls.com/roulette)
15:03:43	1834580/1834580	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:40%20GMT	https://betdls.com/fair	E:/GrooBet/Website/Groobet/betdls.com/fair.html	(from https://betdls.com/roulette)
15:03:43	71485/71485	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:43%20GMT	https://betdls.com/faq	E:/GrooBet/Website/Groobet/betdls.com/faq.html	(from https://betdls.com/roulette)
15:03:43	53407/53407	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:03:43%20GMT	https://betdls.com/tos	E:/GrooBet/Website/Groobet/betdls.com/tos.html	(from https://betdls.com/roulette)
15:03:43	47849/47849	---MC-	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:03:43%20GMT	https://betdls.com/support	E:/GrooBet/Website/Groobet/betdls.com/support	(from https://betdls.com/roulette)
15:05:43	55855/55855	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:05:43%20GMT	https://betdls.com/profile	E:/GrooBet/Website/Groobet/betdls.com/profile.html	(from https://betdls.com/roulette)
15:05:43	321/321	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2014:05:43%20GMT	https://betdls.com/admin	E:/GrooBet/Website/Groobet/betdls.com/admin	(from https://betdls.com/roulette)
15:05:43	135076/135076	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2014:05:43%20GMT	https://betdls.com/dashboard	E:/GrooBet/Website/Groobet/betdls.com/dashboard.html	(from https://betdls.com/roulette)
15:05:44	2/2	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:43%20GMT	https://betdls.com/admin/?page=admin	E:/GrooBet/Website/Groobet/betdls.com/admin/indexb269.html	(from https://betdls.com/roulette)
15:05:44	109452/109452	---M--	200	added ('OK')	image/png	etag:%221ab8c-5ed570e375c00%22	https://betdls.com/favicon-16x16.png?v=1670521522	E:/GrooBet/Website/Groobet/betdls.com/favicon-16x16e1b3.png	(from https://betdls.com/roulette)
15:05:44	21159/21159	---M--	200	added ('OK')	image/png	etag:%2252a7-5ed570edf34c0%22	https://betdls.com/template/img/fair.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/fair.png	(from https://betdls.com/roulette)
15:05:44	3098/3098	---M--	200	added ('OK')	image/png	etag:%22c1a-5ed570edf34c0%22	https://betdls.com/template/img/coins.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/coins.png	(from https://betdls.com/template/css/style.css?v=1672841007)
15:05:44	7968/7968	---M--	200	added ('OK')	image/png	etag:%221f20-5ed570fc41680%22	https://betdls.com/template/img/social/google_icon.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/social/google_icon.png	(from https://betdls.com/template/css/style.css?v=1672841007)
15:05:44	1892/1892	---M--	200	added ('OK')	image/png	etag:%22764-5ed570fc41680%22	https://betdls.com/template/img/social/facebook_icon.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/social/facebook_icon.png	(from https://betdls.com/template/css/style.css?v=1672841007)
15:05:45	5573/5573	---M--	200	added ('OK')	image/png	etag:%2215c5-5ef0780d7f740%22	https://betdls.com/template/img/social/steam_icon.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/social/steam_icon.png	(from https://betdls.com/template/css/style.css?v=1672841007)
15:05:45	21486/21486	---M--	200	added ('OK')	image/png	etag:%2253ee-5ed570fd358c0%22	https://betdls.com/template/img/social/twitter_icon.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/social/twitter_icon.png	(from https://betdls.com/template/css/style.css?v=1672841007)
15:05:45	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:45%20GMT	https://betdls.com/template/img/banner/crypto.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/banner/crypto.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:46	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:46%20GMT	https://betdls.com/template/img/banner/affiliates.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/banner/affiliates.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:46	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:46%20GMT	https://betdls.com/template/img/games/original/roulette.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/roulette.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:46	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:46%20GMT	https://betdls.com/template/img/games/original/crash.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/crash.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:46	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:46%20GMT	https://betdls.com/template/img/games/original/jackpot.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/jackpot.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:47	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:47%20GMT	https://betdls.com/template/img/games/original/coinflip.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/coinflip.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:47	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:47%20GMT	https://betdls.com/template/img/games/original/unbox.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/unbox.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:47	392/392	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:47%20GMT	https://betdls.com/template/img/games/original/tower.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/games/original/tower.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:47	43443/43443	---M--	200	added ('OK')	image/png	etag:%22a9b3-5ed570fc41680%22	https://betdls.com/template/img/methods/btc_shop.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/methods/btc_shop.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:48	56123/56123	---M--	200	added ('OK')	image/png	etag:%22db3b-5ed570fc41680%22	https://betdls.com/template/img/methods/eth_shop.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/methods/eth_shop.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:48	44576/44576	---M--	200	added ('OK')	image/png	etag:%22ae20-5ed570fc41680%22	https://betdls.com/template/img/methods/ltc_shop.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/methods/ltc_shop.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:48	53701/53701	---M--	200	added ('OK')	image/png	etag:%22d1c5-5ed570fc41680%22	https://betdls.com/template/img/methods/bch_shop.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/methods/bch_shop.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:49	450316/450316	---M--	200	added ('OK')	image/png	etag:%226df0c-5f03ea99053c0%22	https://betdls.com/template/img/coinflip/coin1.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/coinflip/coin1.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:49	109452/109452	---M--	200	added ('OK')	image/png	etag:%221ab8c-5ed570e375c00%22	https://betdls.com/favicon-16x16.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/favicon-16x160c3a.png	(from https://betdls.com/deposit)
15:05:49	448441/448441	---M--	200	added ('OK')	image/png	etag:%226d7b9-5f03ea7f45700%22	https://betdls.com/template/img/coinflip/coin2.png	E:/GrooBet/Website/Groobet/betdls.com/template/img/coinflip/coin2.png	(from https://betdls.com/template/css/others.css?v=1672841007)
15:05:49	109452/109452	---M--	200	added ('OK')	image/png	etag:%221ab8c-5ed570e469e40%22	https://betdls.com/favicon-32x32.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/favicon-32x320c3a.png	(from https://betdls.com/deposit)
15:05:50	109452/109452	---M--	200	added ('OK')	image/png	etag:%221ab8c-5ed570e469e40%22	https://betdls.com/favicon-96x96.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/favicon-96x960c3a.png	(from https://betdls.com/deposit)
15:05:50	53662/53662	---M-Z	200	added ('OK')	text/css	etag:%22d19e-5f044eb51c400-gzip%22	https://betdls.com/template/css/style.css?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/css/style0c3a.css	(from https://betdls.com/deposit)
15:05:50	27543/27543	---M-Z	200	added ('OK')	text/css	etag:%226b97-5ef67d901d840-gzip%22	https://betdls.com/template/css/others.css?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/css/others0c3a.css	(from https://betdls.com/deposit)
15:05:50	6821/6821	---M-Z	200	added ('OK')	text/css	etag:%221aa5-5ed570ec0b040-gzip%22	https://betdls.com/template/css/bouncer.css?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/css/bouncer0c3a.css	(from https://betdls.com/deposit)
15:05:50	16887/16887	---M-Z	200	added ('OK')	application/javascript	etag:%2241f7-5ef71004de0c0-gzip%22	https://betdls.com/template/js/settings.js?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/js/settings0c3a.js	(from https://betdls.com/deposit)
15:05:51	143895/143895	---M-Z	200	added ('OK')	application/javascript	etag:%2223217-5f0fa697f6480-gzip%22	https://betdls.com/template/js/app.js?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/js/app0c3a.js	(from https://betdls.com/deposit)
15:05:51	377669/377669	---M--	200	added ('OK')	image/png	etag:%225c345-5eff6a9c7f340%22	https://betdls.com/template/img/logo.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/logo0c3a.png	(from https://betdls.com/deposit)
15:05:52	2/2	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:51%20GMT	https://betdls.com/auth/steam?assign=0&return=deposit	E:/GrooBet/Website/Groobet/betdls.com/auth/steam71bc	(from https://betdls.com/deposit)
15:05:52	2/2	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:52%20GMT	https://betdls.com/auth/google?assign=0&return=deposit	E:/GrooBet/Website/Groobet/betdls.com/auth/google71bc	(from https://betdls.com/deposit)
15:05:52	2/2	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:52%20GMT	https://betdls.com/auth/logout?devices=0&return=deposit	E:/GrooBet/Website/Groobet/betdls.com/auth/logoutb101	(from https://betdls.com/deposit)
15:05:52	2/2	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:52%20GMT	https://betdls.com/auth/logout?devices=1&return=deposit	E:/GrooBet/Website/Groobet/betdls.com/auth/logout0531	(from https://betdls.com/deposit)
15:05:52	19941/19941	---M--	200	added ('OK')	image/png	etag:%224de5-5ed570fb4d440%22	https://betdls.com/template/img/menu/crash.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/crash0c3a.png	(from https://betdls.com/deposit)
15:05:53	7516/7516	---M--	200	added ('OK')	image/png	etag:%221d5c-5f043d54383c0%22	https://betdls.com/template/img/menu/jackpot.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/jackpot0c3a.png	(from https://betdls.com/deposit)
15:05:53	13997/13997	---M--	200	added ('OK')	image/png	etag:%2236ad-5f043d54383c0%22	https://betdls.com/template/img/menu/coinflip.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/coinflip0c3a.png	(from https://betdls.com/deposit)
15:05:53	15226/15226	---M--	200	added ('OK')	image/png	etag:%223b7a-5f043d5620840%22	https://betdls.com/template/img/menu/unbox.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/unbox0c3a.png	(from https://betdls.com/deposit)
15:05:53	6560/6560	---M--	200	added ('OK')	image/png	etag:%2219a0-5f043d552c600%22	https://betdls.com/template/img/menu/tower.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/tower0c3a.png	(from https://betdls.com/deposit)
15:05:53	17860/17860	---M--	200	added ('OK')	image/png	etag:%2245c4-5f043d552c600%22	https://betdls.com/template/img/menu/roulette.png?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/menu/roulette0c3a.png	(from https://betdls.com/deposit)
15:05:54	535/535	---M--	200	added ('OK')	image/svg+xml	etag:%22217-5ed570fa59200%22	https://betdls.com/template/img/lang/gb.svg?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/gb0c3a.svg	(from https://betdls.com/deposit)
15:05:54	178/178	---M--	200	added ('OK')	image/svg+xml	etag:%22b2-5ed570fa59200%22	https://betdls.com/template/img/lang/id.svg?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/id0c3a.svg	(from https://betdls.com/deposit)
15:05:54	439/439	---M--	200	added ('OK')	image/svg+xml	etag:%221b7-5ed570fa59200%22	https://betdls.com/template/img/lang/lt.svg?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/lt0c3a.svg	(from https://betdls.com/deposit)
15:05:54	550/550	---M--	200	added ('OK')	image/svg+xml	etag:%22226-5ed570fb4d440%22	https://betdls.com/template/img/lang/tr.svg?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/tr0c3a.svg	(from https://betdls.com/deposit)
15:05:54	234/234	---M--	200	added ('OK')	image/svg+xml	etag:%22ea-5ed570fa59200%22	https://betdls.com/template/img/lang/fi.svg?v=1672841014	E:/GrooBet/Website/Groobet/betdls.com/template/img/lang/fi0c3a.svg	(from https://betdls.com/deposit)
15:05:55	47849/47849	---MC-	302	error ('Found')	text/html	date:Wed,%2004%20Jan%202023%2014:05:55%20GMT	https://betdls.com/support	E:/GrooBet/Website/Groobet/betdls.com/support	(from https://betdls.com/deposit)
